2023-04-26 00:00:10, 24.97
2023-04-26 14:04:59, 25.26
2023-04-26 21:00:04, 25.15
2023-04-26 23:00:03, 25.26
2023-04-26 23:14:11, 25.23
2023-04-27 15:00:04, 25.34
2023-04-27 16:00:04, 25.26
2023-04-27 22:00:06, 25.17
2023-04-27 23:00:02, 25.09
2023-04-27 23:12:02, 25.10
2023-04-28 00:00:04, 25.09
2023-04-28 10:00:05, 25.21
2023-04-28 11:00:03, 25.22
2023-04-28 12:00:04, 25.21
2023-04-28 13:00:04, 25.23
2023-04-29 14:00:04, 25.32
2023-04-29 15:00:06, 25.32
2023-04-29 16:00:03, 25.32
2023-04-29 17:00:03, 25.32
2023-04-29 19:00:04, 25.32
2023-04-30 14:00:04, 25.32
2023-04-30 15:00:03, 25.32
2023-04-30 16:00:03, 25.32
2023-04-30 17:00:05, 25.32
2023-05-01 12:00:05, 25.31
2023-05-01 13:00:03, 25.35
2023-05-01 14:00:04, 25.43
2023-05-01 17:00:03, 25.28
2023-05-01 18:00:04, 25.35
2023-05-01 20:00:35, 25.48
2023-05-01 21:00:04, 26.11
2023-05-01 22:00:05, 25.92
2023-05-02 10:00:05, 25.18
2023-05-02 11:00:03, 25.16
2023-05-02 12:00:04, 25.14
2023-05-02 13:00:03, 25.11
2023-05-03 01:00:03, 25.56
2023-05-03 02:00:03, 25.51
2023-05-03 15:00:05, 25.58
2023-05-03 16:00:05, 25.55
2023-05-03 17:00:03, 25.59
2023-05-03 18:00:04, 25.61
2023-05-03 22:00:07, 25.50
2023-05-03 23:00:04, 25.73
2023-05-04 00:00:04, 25.69
2023-05-04 01:00:04, 25.65
2023-05-04 15:00:05, 25.87
2023-05-04 17:00:03, 25.82
2023-05-04 18:00:03, 26.16
2023-05-05 00:00:04, 26.17
2023-05-05 01:00:04, 26.26
2023-05-05 10:00:05, 26.37
2023-05-05 11:00:04, 26.28
2023-05-05 12:00:04, 26.28
2023-05-05 13:00:04, 26.26
2023-05-05 15:00:04, 26.31
2023-05-05 16:00:04, 26.19
2023-05-05 17:00:05, 26.17
2023-05-05 18:00:10, 26.14
2023-05-05 19:00:21, 26.17
2023-05-05 20:00:04, 26.08
2023-05-05 21:00:03, 25.84
2023-05-05 22:00:05, 25.52
