2023-04-26 00:00:10, 1098.62
2023-04-26 14:04:59, 1115.64
2023-04-26 21:00:04, 1108.51
2023-04-26 23:00:03, 1113.15
2023-04-26 23:14:11, 1110.74
2023-04-27 15:00:04, 1111.03
2023-04-27 16:00:04, 1110.63
2023-04-27 22:00:06, 1094.18
2023-04-27 23:00:02, 1094.43
2023-04-27 23:12:02, 1090.57
2023-04-28 00:00:04, 1090.23
2023-04-28 10:00:05, 1097.05
2023-04-28 11:00:03, 1098.53
2023-04-28 12:00:04, 1097.60
2023-04-28 13:00:04, 1096.78
2023-04-29 14:00:04, 1092.53
2023-04-29 15:00:06, 1092.53
2023-04-29 16:00:03, 1092.53
2023-04-29 17:00:03, 1092.53
2023-04-29 19:00:04, 1092.53
2023-04-30 14:00:04, 1092.53
2023-04-30 15:00:03, 1092.53
2023-04-30 16:00:03, 1092.53
2023-04-30 17:00:05, 1092.53
2023-05-01 12:00:05, 1086.29
2023-05-01 13:00:03, 1087.46
2023-05-01 14:00:04, 1089.10
2023-05-01 17:00:03, 1081.79
2023-05-01 18:00:04, 1086.02
2023-05-01 20:00:35, 1096.59
2023-05-01 21:00:04, 1101.06
2023-05-01 22:00:05, 1096.85
2023-05-02 10:00:05, 1066.69
2023-05-02 11:00:03, 1067.33
2023-05-02 12:00:04, 1066.41
2023-05-02 13:00:03, 1067.69
2023-05-03 01:00:03, 1079.41
2023-05-03 02:00:03, 1079.37
2023-05-03 15:00:05, 1081.23
2023-05-03 16:00:05, 1078.66
2023-05-03 17:00:03, 1087.08
2023-05-03 18:00:04, 1088.64
2023-05-03 22:00:07, 1072.04
2023-05-03 23:00:04, 1074.87
2023-05-04 00:00:04, 1064.96
2023-05-04 01:00:04, 1064.99
2023-05-04 15:00:05, 1072.77
2023-05-04 17:00:03, 1064.44
2023-05-04 18:00:03, 1057.41
2023-05-05 00:00:04, 1057.09
2023-05-05 01:00:04, 1056.42
2023-05-05 10:00:05, 1060.09
2023-05-05 11:00:04, 1061.91
2023-05-05 12:00:04, 1063.63
2023-05-05 13:00:04, 1064.62
2023-05-05 15:00:04, 1063.40
2023-05-05 16:00:04, 1053.90
2023-05-05 17:00:05, 1057.10
2023-05-05 18:00:10, 1053.58
2023-05-05 19:00:21, 1058.28
2023-05-05 20:00:04, 1060.80
2023-05-05 21:00:03, 1057.41
2023-05-05 22:00:05, 1064.88
