2023-04-26 00:00:10, 1528.36
2023-04-26 14:04:59, 1548.54
2023-04-26 21:00:04, 1557.72
2023-04-26 23:00:03, 1563.06
2023-04-26 23:14:11, 1561.5
2023-04-27 15:00:04, 1574.3
2023-04-27 16:00:04, 1576.17
2023-04-27 22:00:06, 1544.37
2023-04-27 23:00:02, 1560.28
2023-04-27 23:12:02, 1553.78
2023-04-28 00:00:04, 1558.50
2023-04-28 10:00:05, 1550.98
2023-04-28 11:00:03, 1549.15
2023-04-28 12:00:04, 1549.71
2023-04-28 13:00:04, 1551.03
2023-04-29 14:00:04, 1555.35
2023-04-29 15:00:06, 1555.35
2023-04-29 16:00:03, 1555.35
2023-04-29 17:00:03, 1555.35
2023-04-29 19:00:04, 1555.35
2023-04-30 14:00:04, 1555.35
2023-04-30 15:00:03, 1555.35
2023-04-30 16:00:03, 1555.35
2023-04-30 17:00:05, 1555.35
2023-05-01 12:00:05, 1545.41
2023-05-01 13:00:03, 1546.09
2023-05-01 14:00:04, 1546.18
2023-05-01 17:00:03, 1540.35
2023-05-01 18:00:04, 1546.55
2023-05-01 20:00:35, 1555.27
2023-05-01 21:00:04, 1568.48
2023-05-01 22:00:05, 1555.38
2023-05-02 10:00:05, 1503.39
2023-05-02 11:00:03, 1511.62
2023-05-02 12:00:04, 1516.22
2023-05-02 13:00:03, 1514.64
2023-05-03 01:00:03, 1481.97
2023-05-03 02:00:03, 1476.24
2023-05-03 15:00:05, 1488.93
2023-05-03 16:00:05, 1470.36
2023-05-03 17:00:03, 1487.30
2023-05-03 18:00:04, 1499.29
2023-05-03 22:00:07, 1492.76
2023-05-03 23:00:04, 1485.07
2023-05-04 00:00:04, 1475.82
2023-05-04 01:00:04, 1478.64
2023-05-04 15:00:05, 1488.28
2023-05-04 17:00:03, 1481.30
2023-05-04 18:00:03, 1491.34
2023-05-05 00:00:04, 1491.34
2023-05-05 01:00:04, 1504.34
2023-05-05 10:00:05, 1514.76
2023-05-05 11:00:04, 1512.80
2023-05-05 12:00:04, 1518.39
2023-05-05 13:00:04, 1513.97
2023-05-05 15:00:04, 1508.37
2023-05-05 16:00:04, 1501.09
2023-05-05 17:00:05, 1503.62
2023-05-05 18:00:10, 1501.84
2023-05-05 19:00:21, 1516.74
2023-05-05 20:00:04, 1518.04
2023-05-05 21:00:03, 1508.56
2023-05-05 22:00:05, 1528.24
